rank;jap_url;;;
1;https://pod.pokellector.com/cards/284/Blipbug.S1H.1.31278.png;;;
2;https://pod.pokellector.com/cards/284/Dottler.S1H.2.31279.png;;;
3;https://pod.pokellector.com/cards/284/Orbeetle.S1H.3.31280.png;;;
4;https://pod.pokellector.com/cards/284/Gossifleur.S1H.4.31281.png;;;
5;https://pod.pokellector.com/cards/284/Eldegoss.S1H.5.31282.png;;;
6;https://pod.pokellector.com/cards/284/Torkoal-V.S1H.6.31283.png;;;
7;https://pod.pokellector.com/cards/284/Scorbunny.S1H.7.31284.png;;;
8;https://pod.pokellector.com/cards/284/Raboot.S1H.8.31285.png;;;
9;https://pod.pokellector.com/cards/284/Cinderace.S1H.9.31198.png;;;
10;https://pod.pokellector.com/cards/284/Goldeen.S1H.10.31286.png;;;
11;https://pod.pokellector.com/cards/284/Seaking.S1H.11.31287.png;;;
12;https://pod.pokellector.com/cards/284/Qwilfish.S1H.12.31288.png;;;
13;https://pod.pokellector.com/cards/284/Chewtle.S1H.13.31289.png;;;
14;https://pod.pokellector.com/cards/284/Drednaw.S1H.14.31290.png;;;
15;https://pod.pokellector.com/cards/284/Snom.S1H.15.31291.png;;;
16;https://pod.pokellector.com/cards/284/Frosmoth.S1H.16.31292.png;;;
17;https://pod.pokellector.com/cards/284/Chinchou.S1H.17.31293.png;;;
18;https://pod.pokellector.com/cards/284/Lanturn.S1H.18.31294.png;;;
19;https://pod.pokellector.com/cards/284/Morpeko-V.S1H.19.31295.png;;;
20;https://pod.pokellector.com/cards/284/Morpeko-VMAX.S1H.20.31296.png;;;
21;https://pod.pokellector.com/cards/284/Galarian-Ponyta.S1H.21.31297.png;;;
22;https://pod.pokellector.com/cards/284/Galarian-Rapidash.S1H.22.31298.png;;;
23;https://pod.pokellector.com/cards/284/Munna.S1H.23.31299.png;;;
24;https://pod.pokellector.com/cards/284/Musharna.S1H.24.31300.png;;;
25;https://pod.pokellector.com/cards/284/Indeedee-V.S1H.25.31202.png;;;
26;https://pod.pokellector.com/cards/284/Hitmonlee.S1H.26.31301.png;;;
27;https://pod.pokellector.com/cards/284/Hitmonchan.S1H.27.31302.png;;;
28;https://pod.pokellector.com/cards/284/Rhyhorn.S1H.28.31303.png;;;
29;https://pod.pokellector.com/cards/284/Rhydon.S1H.29.31304.png;;;
30;https://pod.pokellector.com/cards/284/Rhyperior.S1H.30.31305.png;;;
31;https://pod.pokellector.com/cards/284/Silicobra.S1H.31.31306.png;;;
32;https://pod.pokellector.com/cards/284/Sandaconda.S1H.32.31307.png;;;
33;https://pod.pokellector.com/cards/284/Galarian-Zigzagoon.S1H.33.31199.png;;;
34;https://pod.pokellector.com/cards/284/Galarian-Linoone.S1H.34.31308.png;;;
35;https://pod.pokellector.com/cards/284/Galarian-Obstagoon.S1H.35.31309.png;;;
36;https://pod.pokellector.com/cards/284/Sableye-V.S1H.36.31310.png;;;
37;https://pod.pokellector.com/cards/284/Skorupi.S1H.37.31311.png;;;
38;https://pod.pokellector.com/cards/284/Drapion.S1H.38.31312.png;;;
39;https://pod.pokellector.com/cards/284/Mawile.S1H.39.31313.png;;;
40;https://pod.pokellector.com/cards/284/Pawniard.S1H.40.31314.png;;;
41;https://pod.pokellector.com/cards/284/Bisharp.S1H.41.31315.png;;;
42;https://pod.pokellector.com/cards/284/Cufant.S1H.42.31316.png;;;
43;https://pod.pokellector.com/cards/284/Copperajah.S1H.43.31317.png;;;
44;https://pod.pokellector.com/cards/284/Zamazenta-V.S1H.44.31194.png;;;
45;https://pod.pokellector.com/cards/284/Snorlax-V.S1H.45.31189.png;;;
46;https://pod.pokellector.com/cards/284/Snorlax-V-MAX.S1H.46.31190.png;;;
47;https://pod.pokellector.com/cards/284/Hoothoot.S1H.47.31318.png;;;
48;https://pod.pokellector.com/cards/284/Noctowl.S1H.48.31319.png;;;
49;https://pod.pokellector.com/cards/284/Oranguru.S1H.49.31320.png;;;
50;https://pod.pokellector.com/cards/284/Wooloo.S1H.50.31321.png;;;
51;https://pod.pokellector.com/cards/284/Dubwool.S1H.51.31322.png;;;
52;https://pod.pokellector.com/cards/284/Quick-Ball.S1H.52.31323.png;;;
53;https://pod.pokellector.com/cards/284/Rare-Candy.S1H.53.31324.png;;;
54;https://pod.pokellector.com/cards/284/Steel-Saucer.S1H.54.31203.png;;;
55;https://pod.pokellector.com/cards/284/Sitrus-Berry.S1H.55.31325.png;;;
56;https://pod.pokellector.com/cards/284/Fine-Band.S1H.56.31326.png;;;
57;https://pod.pokellector.com/cards/284/Lucky-Egg.S1H.57.31327.png;;;
58;https://pod.pokellector.com/cards/284/Team-Yell-Grunt.S1H.58.31204.png;;;
59;https://pod.pokellector.com/cards/284/Marnie.S1H.59.31205.png;;;
60;https://pod.pokellector.com/cards/284/Aurora-Energy.S1H.60.31328.png;;;
61;https://pod.pokellector.com/cards/284/Torkoal-V.S1H.61.31354.png;;;
62;https://pod.pokellector.com/cards/284/Morpeko-V.S1H.62.31361.png;;;
63;https://pod.pokellector.com/cards/284/Indeedee-V.S1H.63.31351.png;;;
64;https://pod.pokellector.com/cards/284/Sableye-V.S1H.64.31357.png;;;
65;https://pod.pokellector.com/cards/284/Zamazenta-V.S1H.65.31358.png;;;
66;https://pod.pokellector.com/cards/284/Snorlax-V.S1H.66.31362.png;;;
67;https://pod.pokellector.com/cards/284/Team-Yell-Grunt.S1H.67.31359.png;;;
68;https://pod.pokellector.com/cards/284/Marnie.S1H.68.31219.png;;;
69;https://pod.pokellector.com/cards/284/Morpeko-VMAX.S1H.69.31369.png;;;
70;https://pod.pokellector.com/cards/284/Snorlax-VMAX.S1H.70.31363.png;;;
71;https://pod.pokellector.com/cards/284/Team-Yell-Grunt.S1H.71.31374.png;;;
72;https://pod.pokellector.com/cards/284/Marnie.S1H.72.31368.png;;;
73;https://pod.pokellector.com/cards/284/Zamazenta-V.S1H.73.31377.png;;;
74;https://pod.pokellector.com/cards/284/Quick-Ball.S1H.74.31375.png;;;
75;https://pod.pokellector.com/cards/284/Steel-Saucer.S1H.75.31376.png;;;
